feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Olsenella_scatoligenes	host_zero	host_zero	0.774883475973839	0.26902740049569	30	19	0.00925141290562026	0.0317249778843173
Actinomyces_sp_oral_taxon_170	molysis	molysis	0.799214178746869	0.277941273578104	30	15	0.00935161834423356	0.0319273313514582
Rothia_mucilaginosa	qiaamp	qiaamp	1.04159668902838	0.362657318809394	30	29	0.00942174775054179	0.0320256776608328
Veillonella_sp_T11011_6	qiaamp	qiaamp	-1.80436415015655	0.62949771705085	30	10	0.00954354620683308	0.0322980275558762
Streptococcus_oralis	qiaamp	qiaamp	1.29105058025447	0.460080835546915	30	26	0.00978856552040333	0.0329505758539229
Paludisphaera_borealis	benzonase	benzonase	-1.36746755868435	0.47923292948228	30	6	0.00982139744807251	0.0329505758539229
Actinomyces_sp_HMSC035G02	benzonase	benzonase	1.09058344686814	0.382469595542297	30	24	0.00986570608154613	0.0329565612637856
Alkalilimnicola_ehrlichii	host_zero	host_zero	-1.50893137766542	0.531362055519694	30	7	0.0101250636553338	0.0336777868364109
Corynebacterium_atypicum	host_zero	host_zero	-1.18869038726136	0.420197947921783	30	0	0.0103720210172201	0.0342056012270025
Streptococcus_sanguinis	benzonase	benzonase	1.24031429780284	0.43815036150174	30	22	0.0103280739492898	0.0342056012270025
Streptococcus_sp_A12	host_zero	host_zero	1.13593205002296	0.402692715380524	30	20	0.0105585518933698	0.0346732106667865
Limnochorda_pilosa	qiaamp	qiaamp	0.918383258836046	0.326477215031368	30	19	0.0107433250022347	0.0351311260621597
Abiotrophia_defectiva	qiaamp	qiaamp	0.917812963017389	0.326856226572439	30	12	0.0108630563071353	0.035373397638781
Rothia_mucilaginosa	lypma	lypma	1.01502362424273	0.362657318809394	30	29	0.0110852130163352	0.0359457744253548
Veillonella_sp_T11011_6	host_zero	host_zero	-1.75991754495811	0.62949771705085	30	10	0.0111615255867423	0.0360424263738554
Brochothrix_campestris	qiaamp	qiaamp	-1.11321310594295	0.398818223027837	30	0	0.0112722762925853	0.0362490212728364
Actinomyces_sp_oral_taxon_170	lypma	lypma	-0.771784965352728	0.277941273578104	30	15	0.0116386710727368	0.0372726036420289
Gemmata_obscuriglobus	benzonase	benzonase	-1.36746755868435	0.501402972888353	30	4	0.0117469994039936	0.0374647100333128
Actinomyces_hongkongensis	benzonase	benzonase	-1.36746755868435	0.499842551541881	30	7	0.0127379453917289	0.0401297060105279
Mogibacterium_diversum	host_zero	host_zero	1.18549970114216	0.432936342980174	30	21	0.012668711842922	0.0401297060105279
Cupriavidus_sp	lypma	lypma	1.20909536868698	0.448870637310735	30	22	0.0126903405725772	0.0401297060105279
Mogibacterium_diversum	molysis	molysis	1.18195076537878	0.432936342980174	30	21	0.0128988773399714	0.0404721859857401
Sharpea_azabuensis	molysis	molysis	-1.21554412638835	0.446259821856305	30	0	0.0130764982766807	0.0408640571146272
Cupriavidus_sp	benzonase	benzonase	1.19609544938954	0.448870637310735	30	22	0.013559015397005	0.0422017547497145
Staphylococcus_argenteus	lypma	lypma	1.30297257839809	0.487323622981312	30	21	0.0145919638811374	0.045235088031526
Achromobacter_xylosoxidans	lypma	lypma	-0.632303444843988	0.236993683352999	30	6	0.014774945911164	0.0456198529129566
Candida_parapsilosis	host_zero	host_zero	-1.52976824087698	0.575240455221027	30	5	0.0150565666733153	0.0463049173484894
Corynebacterium_durum	host_zero	host_zero	1.12646147910107	0.423970822504951	30	17	0.0151362267005463	0.0463659118297368
Gemella_bergeri	benzonase	benzonase	0.784842823092482	0.300293621581452	30	20	0.0152290265911271	0.0464665181422185
Tannerella_sp_oral_taxon_HOT_286	qiaamp	qiaamp	-1.32016928215553	0.498012764987146	30	7	0.0153371335193787	0.0466128567745823
Parvimonas_micra	lypma	lypma	1.13012138663201	0.428044247059807	30	21	0.0156974221975007	0.0475214929807149
Neisseria_subflava	qiaamp	qiaamp	-1.85716826734185	0.705285236384983	30	12	0.015937334096887	0.0480600541832197
Cardiobacterium_valvarum	host_zero	host_zero	-1.13681617657081	0.433114848666819	30	4	0.0162330599740135	0.048762098759149
Granulicatella_adiacens	benzonase	benzonase	0.761481938606483	0.290645419846609	30	22	0.0164020976521726	0.0490796358317905
Scardovia_wiggsiae	lypma	lypma	0.808663516233929	0.309058826511122	30	21	0.0165246120595983	0.0492560551776488
Sharpea_azabuensis	host_zero	host_zero	-1.16666974806664	0.446259821856305	30	0	0.0166038499385533	0.0493026195493441
Gemella_sanguinis	qiaamp	qiaamp	0.808920879667357	0.309698519175402	30	29	0.0166891757206257	0.0493668365781868
Collinsella_aerofaciens	molysis	molysis	0.676558579962282	0.263463028908331	30	19	0.016881705998274	0.0495580384419029
Enterorhabdus_caecimuris	host_zero	host_zero	-0.923596018914018	0.354136898491439	30	0	0.0168322795665107	0.0495580384419029
Actinomyces_sp_oral_taxon_414	benzonase	benzonase	-1.36746755868435	0.52699563119824	30	4	0.0173197638208956	0.0506521394762042
Actinomyces_georgiae	benzonase	benzonase	-1.36746755868435	0.531506466382965	30	7	0.018162425678537	0.0529168417325796
Streptococcus_oralis	host_zero	host_zero	1.16531479059508	0.460080835546915	30	26	0.0182648376322247	0.0530159144755586
Actinomyces_sp_HMSC035G02	lypma	lypma	0.980627405426089	0.382469595542297	30	24	0.0185132013222966	0.0535363097939547
Staphylococcus_argenteus	qiaamp	qiaamp	1.24857417950935	0.487323622981312	30	21	0.0185863186661748	0.0535479441125853
Cardiobacterium_hominis	qiaamp	qiaamp	-1.22352649583126	0.480348845053269	30	5	0.0191933091806303	0.0550919059814388
Actinomyces_sp_oral_taxon_448	molysis	molysis	-1.33646838732765	0.526157641265412	30	5	0.0194886004701343	0.0557330825252919
Aeriscardovia_aeriphila	host_zero	host_zero	0.623350155886893	0.246542778740373	30	18	0.0199833710934145	0.0569379139610157
Denitrobacterium_detoxificans	lypma	lypma	-0.77178496535273	0.310276458621274	30	0	0.020212194359053	0.0573789400302786
Nakamurella_silvestris	host_zero	host_zero	-1.11716388479719	0.445054346843355	30	0	0.0207769287845542	0.0587668606132464
Neisseria_subflava	host_zero	host_zero	-1.76415993511296	0.705285236384983	30	12	0.0211727596938284	0.0596686864098801
Streptococcus_salivarius	qiaamp	qiaamp	1.04457877559487	0.422563783630191	30	27	0.0225390549305137	0.0632890129389424
Streptococcus_parasanguinis	qiaamp	qiaamp	0.381606157857959	0.156163693347278	30	30	0.023938350172105	0.0669755284598607
Staphylococcus_epidermidis	qiaamp	qiaamp	-1.16085888535662	0.47706926258521	30	5	0.024466903951473	0.0682080955481711
Prevotella_melaninogenica	host_zero	host_zero	-1.26109897111557	0.519005614854486	30	18	0.024647447378363	0.0682487706759447
Parvimonas_micra	host_zero	host_zero	1.03999414671001	0.428044247059807	30	21	0.0246576203732445	0.0682487706759447
Streptococcus_anginosus	lypma	lypma	0.780609331491288	0.327775404794143	30	23	0.0255192323068913	0.0703822243339529
Staphylococcus_argenteus	host_zero	host_zero	1.16939997174396	0.487323622981312	30	21	0.026268919974843	0.0719378550547819
Cardiobacterium_hominis	molysis	molysis	-1.15326605046253	0.480348845053269	30	5	0.0261995820881036	0.0719378550547819
Asaccharobacter_celatus	lypma	lypma	-0.771784965352732	0.322074255865564	30	0	0.0264543431967952	0.0721905492166065
Aeriscardovia_aeriphila	molysis	molysis	0.588695353721257	0.246542778740373	30	18	0.0269310108024994	0.0729773894123674
Oribacterium_sp_oral_taxon_078	qiaamp	qiaamp	-0.972496120958236	0.407040122780997	30	3	0.0268525816265796	0.0729773894123674
Gemella_sanguinis	benzonase	benzonase	0.736660629760793	0.309698519175402	30	29	0.0274542808351995	0.0741361242065491
Streptococcus_sanguinis	qiaamp	qiaamp	1.03777714113844	0.43815036150174	30	22	0.028041714022113	0.0751983680523792
Streptococcus_sp_A12	molysis	molysis	0.953813625150147	0.402692715380524	30	20	0.0280388871395334	0.0751983680523792
Abiotrophia_defectiva	lypma	lypma	-0.771784965352728	0.326856226572439	30	12	0.0284739180997553	0.0760940914734839
Granulicatella_adiacens	lypma	lypma	0.685364346809088	0.290645419846609	30	22	0.0286627827280883	0.0763355897397541
Limnochorda_pilosa	molysis	molysis	0.768113317490562	0.326477215031368	30	19	0.0289849489536844	0.0768252307822988
Thiohalorhabdus_denitrificans	host_zero	host_zero	-1.06021847458609	0.450822377436978	30	7	0.029044893702211	0.0768252307822988
Staphylococcus_epidermidis	host_zero	host_zero	-1.11980695002889	0.47706926258521	30	5	0.0293180238892763	0.0772839065108475
Mogibacterium_diversum	benzonase	benzonase	1.01382424045985	0.432936342980174	30	21	0.0296579881282286	0.0779150535572107
Acholeplasma_oculi	benzonase	benzonase	-0.995040152918861	0.425476841193293	30	2	0.0298499433756662	0.0781544125545314
Gemella_sanguinis	lypma	lypma	0.721929532147827	0.309698519175402	30	29	0.0303249683243728	0.0791308096006361
Enterococcus_faecalis	benzonase	benzonase	-1.36746755868435	0.588646417928737	30	3	0.030834262022385	0.0801897753937866
Pseudopropionibacterium_propionicum	benzonase	benzonase	0.815341869971351	0.352475992419746	30	21	0.0314745431353934	0.0815811736786953
Collinsella_aerofaciens	host_zero	host_zero	0.601294677470316	0.263463028908331	30	19	0.0316306017140297	0.0817123877612434
Collinsella_stercoris	qiaamp	qiaamp	0.624606283912089	0.270668614817511	30	13	0.0318387848840286	0.081976937824326
Actinomyces_graevenitzii	benzonase	benzonase	0.819195084239247	0.356164184449598	30	25	0.0323441356139517	0.0830023347709025
Rothia_mucilaginosa	host_zero	host_zero	0.832458460104961	0.362657318809394	30	29	0.0326544191974324	0.0832472857829279
Neisseria_subflava	molysis	molysis	-1.61997528346699	0.705285236384983	30	12	0.0325553416831231	0.0832472857829279
Lactobacillus_rhamnosus	benzonase	benzonase	-1.36746755868435	0.602146181998692	30	7	0.034347195224942	0.0872756599978035
Rothia_mucilaginosa	molysis	molysis	0.822985599332858	0.362657318809394	30	29	0.0344656368830413	0.087290420210317
Corynebacterium_matruchotii	benzonase	benzonase	-1.36746755868435	0.603361787917148	30	7	0.0346727722441728	0.0875289853069508
Leptotrichia_wadei	molysis	molysis	-1.31087303117282	0.579839679030168	30	3	0.0350797355929751	0.0882688152095964
Corynebacterium_durum	molysis	molysis	0.935921090158139	0.423970822504951	30	17	0.0391246190272592	0.0981280897932877
Cardiobacterium_hominis	host_zero	host_zero	-1.05615932212649	0.480348845053269	30	5	0.0398311954000492	0.0995779885001231
Actinomyces_sp_HPA0247	benzonase	benzonase	0.766788102470507	0.349281193376416	30	24	0.0401081443993497	0.0996276022740257
Anaerobiospirillum_thomasii	benzonase	benzonase	-0.906722689258805	0.417594722492754	30	6	0.0400206716251591	0.0996276022740257
Enterorhabdus_caecimuris	lypma	lypma	-0.771784965352732	0.354136898491439	30	0	0.0414335182820903	0.102590979771949
Haemophilus_parainfluenzae	lypma	lypma	-1.18101862364686	0.54495589845518	30	4	0.0424678252439984	0.104817084599041
Cardiobacterium_valvarum	benzonase	benzonase	-0.936854784475716	0.433114848666819	30	4	0.0428234947836009	0.105359391927907
Streptococcus_pneumoniae	molysis	molysis	1.53732847993063	0.711962852687088	30	12	0.0431524016575909	0.105832630647573
Actinomyces_sp_ICM47	benzonase	benzonase	0.978481393371656	0.454267807874714	30	23	0.0436178986679153	0.106636818509888
Limnochorda_pilosa	host_zero	host_zero	0.6987532971121	0.326477215031368	30	19	0.0448400599382792	0.109280020289831
Megasphaera_micronuciformis	lypma	lypma	-0.828467210244103	0.388962264065345	30	7	0.0457834258782321	0.111229326193197
Actinomyces_sp_oral_taxon_448	qiaamp	qiaamp	-1.11907891443021	0.526157641265412	30	5	0.0460654283221717	0.11156470921776
Rubrobacter_radiotolerans	molysis	molysis	-0.988882401224791	0.465662204139445	30	0	0.0463705282320594	0.111953767538461
Streptococcus_peroris	host_zero	host_zero	1.25283286471908	0.593012606706104	30	19	0.0474006407729733	0.114085393164765
Scardovia_wiggsiae	benzonase	benzonase	0.651339970051155	0.309058826511122	30	21	0.0478936407643593	0.114915082329345
Streptococcus_milleri	molysis	molysis	-1.1327826562369	0.543482108559466	30	11	0.050165622423679	0.119994930180096
Enterococcus_faecalis	qiaamp	qiaamp	-1.22298960723237	0.588646417928738	30	3	0.0508373835240285	0.121227606864991
X.Collinsella._massiliensis	benzonase	benzonase	0.494808922740039	0.241392945610232	30	20	0.0514622465059982	0.12234123019064
Corynebacterium_matruchotii	qiaamp	qiaamp	-1.24801322125475	0.603361787917148	30	7	0.0517762813979413	0.122711370285641
Eubacterium_brachy	qiaamp	qiaamp	1.00982987791895	0.489611046516104	30	17	0.0523886342971489	0.123784120671617
Streptococcus_pseudopneumoniae	molysis	molysis	1.118921698703	0.543110412002831	30	19	0.0526287993518946	0.123973615494585
Abiotrophia_defectiva	host_zero	host_zero	0.669690546739759	0.326856226572439	30	12	0.0538238080929728	0.126404397794103
Actinomyces_viscosus	qiaamp	qiaamp	1.16772895114024	0.570473031231077	30	17	0.0540304514941682	0.126506344132871
Staphylococcus_aureus	host_zero	host_zero	1.05519408495932	0.518316327322761	30	24	0.0552333852978859	0.128933354234523
Staphylococcus_argenteus	benzonase	benzonase	0.983076410228315	0.487323622981311	30	21	0.0572862485705063	0.133323851778205
Staphylococcus_aureus	lypma	lypma	1.04096376997981	0.518316327322761	30	24	0.0583018373878335	0.134925988302667
Staphylococcus_aureus	molysis	molysis	1.04086866945738	0.518316327322761	30	24	0.0583228465566369	0.134925988302667
Stenotrophomonas_pavanii	lypma	lypma	-1.29688741511121	0.64754498213362	30	8	0.0589438414767202	0.135956777215649
Stenotrophomonas_rhizophila	host_zero	host_zero	-1.50978089619939	0.756215985801076	30	10	0.0596740609098922	0.13723263265628
Hydrogenibacillus_schlegelii	qiaamp	qiaamp	-0.932692974560936	0.470404426557899	30	1	0.0613003964874584	0.140555642833669
Eubacterium_nodatum	molysis	molysis	-1.25278211807737	0.63236842086198	30	8	0.0614984307621664	0.140593757642121
Solobacterium_moorei	lypma	lypma	0.799950752720903	0.404161651013759	30	22	0.0617162392944324	0.140676721921133
Streptococcus_peroris	benzonase	benzonase	1.16993948344889	0.593012606706103	30	19	0.0624925764015529	0.142028582730802
Rothia_mucilaginosa	benzonase	benzonase	0.706371417392129	0.362657318809394	30	29	0.0656181116184104	0.146559062754444
Slackia_isoflavoniconvertens	host_zero	host_zero	0.64577246917879	0.335158235410133	30	16	0.0659291497092089	0.146559062754444
Hydrogenibacillus_schlegelii	host_zero	host_zero	-0.917725695861669	0.470404426557899	30	1	0.0652168171732719	0.146559062754444
Streptococcus_sanguinis	host_zero	host_zero	0.855800315325877	0.43815036150174	30	22	0.0649286612985411	0.146559062754444
Lachnoanaerobaculum_saburreum	benzonase	benzonase	1.15467013847427	0.593255639461687	30	18	0.065801161214851	0.146559062754444
Oribacterium_sinus	lypma	lypma	1.00888555411995	0.517203416111315	30	17	0.0652514720618279	0.146559062754444
Peptostreptococcus_stomatis	qiaamp	qiaamp	0.897239262347803	0.46104519756063	30	14	0.0658304752830953	0.146559062754444
Candida_parapsilosis	molysis	molysis	-1.11871597746627	0.575240455221027	30	5	0.0659988553565173	0.146559062754444
Streptococcus_peroris	molysis	molysis	1.14989434078195	0.593012606706104	30	19	0.066732109979049	0.147763957810751
Brochothrix_campestris	lypma	lypma	-0.771784965352733	0.398818223027837	30	0	0.0672363336620888	0.148456292273843
Streptococcus_parasanguinis	benzonase	benzonase	0.301881566064718	0.156163693347278	30	30	0.0675058370308092	0.148627908235446
Enterococcus_faecalis	host_zero	host_zero	-1.13690172429349	0.588646417928738	30	3	0.067731391692623	0.148702063914399
Veillonella_parvula	qiaamp	qiaamp	-1.02032741406162	0.529235412193673	30	12	0.0681848703589571	0.149274786802802
Stenotrophomonas_pavanii	qiaamp	qiaamp	-1.24683776535888	0.64754498213362	30	8	0.0685069226127245	0.149557366267215
Lactobacillus_gasseri	benzonase	benzonase	-0.815676122573338	0.424404069557349	30	5	0.0689776443323348	0.150162006622358
Streptococcus_salivarius	molysis	molysis	0.808292438452049	0.422563783630191	30	27	0.0701972850622174	0.152389064210696
Staphylococcus_aureus	qiaamp	qiaamp	0.989281541439336	0.518316327322761	30	24	0.0707643416602111	0.153190963091239
Streptococcus_sp_HPH0090	molysis	molysis	0.927642541686428	0.486644106056524	30	18	0.0710969762580604	0.153482330362108
Atopobium_deltae	lypma	lypma	-0.771784965352734	0.405490556749953	30	0	0.0714893505588747	0.153900685230911
Abiotrophia_sp_HMSC24B09	lypma	lypma	-0.771784965352728	0.40712517730581	30	12	0.0725446682765301	0.155309717995334
Oribacterium_sp_oral_taxon_078	lypma	lypma	-0.771784965352731	0.407040122780997	30	3	0.072489630439606	0.155309717995334
Actinomyces_sp_oral_taxon_448	host_zero	host_zero	-0.99490263553368	0.526157641265412	30	5	0.0732161070401107	0.156315380044313
Collinsella_stercoris	benzonase	benzonase	-0.511402112567471	0.270668614817511	30	13	0.0734237591803746	0.156328058694479
Bulleidia_extructa	qiaamp	qiaamp	0.588119276755862	0.311914371935029	30	16	0.073971681512687	0.157063159376253
Kouleothrix_aurantiaca	host_zero	host_zero	-0.838145129026933	0.447512326438822	30	2	0.0757746062603068	0.160451693583983
Rothia_aeria	molysis	molysis	0.964585990471639	0.516194402458675	30	16	0.0763905183690044	0.160720041555806
Gemella_sanguinis	host_zero	host_zero	0.578658264188974	0.309698519175402	30	29	0.0764184500501825	0.160720041555806
Streptococcus_salivarius	benzonase	benzonase	0.788434855692763	0.422563783630191	30	27	0.0768005237573575	0.160720041555806
Mogibacterium_pumilum	lypma	lypma	-0.771784965352729	0.413769443137891	30	12	0.0768857100895401	0.160720041555806
Anaerobiospirillum_thomasii	lypma	lypma	-0.771784965352731	0.417594722492754	30	6	0.0769382392480052	0.160720041555806
Actinomyces_johnsonii	qiaamp	qiaamp	1.21018926629179	0.650536102879316	30	16	0.0776139790485447	0.161431615099351
Lachnoanaerobaculum_saburreum	molysis	molysis	1.10246690247402	0.593255639461687	30	18	0.0779037729640739	0.161431615099351
Neisseria_flavescens	qiaamp	qiaamp	-1.3013897672061	0.70021320003901	30	11	0.0778699614968891	0.161431615099351
Streptococcus_salivarius	host_zero	host_zero	0.782374530970143	0.422563783630191	30	27	0.0789215137674211	0.162670673323807
Candida_parapsilosis	qiaamp	qiaamp	-1.0654705540726	0.575240455221027	30	5	0.0788133484924425	0.162670673323807
Oribacterium_sinus	qiaamp	qiaamp	0.952288396650725	0.517203416111315	30	17	0.0804714359774049	0.165425365736045
Alkalilimnicola_ehrlichii	qiaamp	qiaamp	-0.97745526234265	0.531362055519694	30	7	0.0807303181420471	0.165518509418218
Corynebacterium_atypicum	lypma	lypma	-0.771784965352734	0.420197947921783	30	0	0.0811603239648721	0.165961084624738
Rothia_aeria	host_zero	host_zero	0.946059874155963	0.516194402458675	30	16	0.0817694115695144	0.166766563069404
Streptococcus_sp_HMSC034E03	molysis	molysis	0.834351127309368	0.456224838862601	30	13	0.0823801009183521	0.167571071421845
Eubacterium_brachy	molysis	molysis	0.890406180007372	0.489611046516104	30	17	0.0839808911375256	0.170380080187388
Acholeplasma_oculi	lypma	lypma	-0.77178496535273	0.425476841193293	30	2	0.0847215265565684	0.171433898384701
Actinomyces_naeslundii	lypma	lypma	-0.771784965352725	0.428155271212762	30	17	0.0865450530935551	0.174501287312103
Actinomyces_odontolyticus	benzonase	benzonase	0.725542128705134	0.402697995714461	30	26	0.0866877362776255	0.174501287312103
Denitrobacterium_detoxificans	host_zero	host_zero	-0.551176994552234	0.310276458621274	30	0	0.088346350188092	0.177379330040858
Gemmata_obscuriglobus	qiaamp	qiaamp	-0.882166589884109	0.501402972888354	30	4	0.0912540381394039	0.182743874826972
Oribacterium_parvum	benzonase	benzonase	-0.675201097521556	0.382860062664372	30	3	0.0930763229766011	0.18591275852285
Hydrogenibacillus_schlegelii	molysis	molysis	-0.82775845179524	0.470404426557899	30	1	0.0937516790788248	0.186780337496373
Cutibacterium_acnes	lypma	lypma	-0.77178496535273	0.444216689419477	30	8	0.09513394165016	0.189048217381728
Actinomyces_massiliensis	molysis	molysis	0.99233924498766	0.569578721312407	30	14	0.0968257661929007	0.191918078771095
Aeriscardovia_aeriphila	benzonase	benzonase	0.428885358283317	0.246542778740373	30	18	0.0972977863685283	0.191985964999234
Pseudomonas_aeruginosa	lypma	lypma	-0.448745036369885	0.258006675472953	30	29	0.0973554635415473	0.191985964999234
Nakamurella_silvestris	lypma	lypma	-0.771784965352734	0.445054346843355	30	0	0.0982822565513302	0.19332169753117
Eubacterium_infirmum	lypma	lypma	-0.77178496535273	0.449540256708905	30	10	0.0988905139349699	0.194011134486141
Sharpea_azabuensis	lypma	lypma	-0.771784965352733	0.446259821856305	30	0	0.0991334312987252	0.194011134486141
Streptococcus_pseudopneumoniae	host_zero	host_zero	0.938074052567006	0.543110412002831	30	19	0.0995402485616468	0.19411904576267
Mogibacterium_diversum	lypma	lypma	-0.747425726296891	0.432936342980174	30	21	0.099689522856184	0.19411904576267
Kouleothrix_aurantiaca	lypma	lypma	-0.771784965352732	0.447512326438822	30	2	0.10001959014784	0.194273640011468
Porphyromonas_endodontalis	host_zero	host_zero	0.800191645668599	0.464625071146211	30	10	0.100457936147216	0.19463725128523
Thiohalorhabdus_denitrificans	qiaamp	qiaamp	-0.775110673706351	0.450822377436978	30	7	0.100994999288372	0.195189836529895
Propionibacterium_acidifaciens	benzonase	benzonase	-1.01181739355775	0.589416329026508	30	6	0.101493261961883	0.195664870697659
Limnochorda_pilosa	benzonase	benzonase	0.558806211331132	0.326477215031368	30	19	0.102430968169201	0.196982631094617
Streptococcus_sobrinus	molysis	molysis	-1.21987652974058	0.714817348471479	30	6	0.103385137803699	0.19832544999472
Actinomyces_odontolyticus	lypma	lypma	0.682684477806287	0.402697995714461	30	26	0.105536706423763	0.201952956736831
Bifidobacterium_dentium	benzonase	benzonase	-0.843413877886346	0.498908388452574	30	7	0.106455630410213	0.20320963932984
Gemella_sanguinis	molysis	molysis	0.52006231398917	0.309698519175402	30	29	0.108658498425256	0.206905003143915
Streptococcus_sp_HMSC067H01	qiaamp	qiaamp	-0.756055699707811	0.453144592623988	30	10	0.110804511206686	0.210474255355837
Enorma_massiliensis	lypma	lypma	-0.457694732316605	0.276071984993748	30	8	0.112944394626861	0.213161241577147
Rubrobacter_radiotolerans	lypma	lypma	-0.771784965352733	0.465662204139445	30	0	0.113044219726719	0.213161241577147
Streptococcus_pneumoniae	qiaamp	qiaamp	-1.18125623015112	0.711962852687088	30	12	0.112685257135089	0.213161241577147
Cardiobacterium_hominis	benzonase	benzonase	-0.79231346698192	0.480348845053269	30	5	0.114673453956129	0.21570856023301
Prevotella_salivae	host_zero	host_zero	-0.825114334168957	0.50123137033491	30	10	0.115352387976416	0.216460292207559
Oribacterium_asaccharolyticum	host_zero	host_zero	-0.92736244846727	0.564642233510245	30	4	0.116140161933595	0.217412138885354
Hydrogenibacillus_schlegelii	lypma	lypma	-0.771784965352732	0.470404426557899	30	1	0.116496613502242	0.217553916781295
Bulleidia_extructa	host_zero	host_zero	0.510462039472045	0.311914371935029	30	16	0.117365369786459	0.218125087732627
Gemmata_obscuriglobus	host_zero	host_zero	-0.814710863623795	0.501402972888354	30	4	0.11725378420172	0.218125087732627
Veillonella_atypica	molysis	molysis	-0.889922644444742	0.54882538831723	30	15	0.120569091272336	0.223543171617369
Asaccharobacter_celatus	host_zero	host_zero	-0.521579693159857	0.322074255865564	30	0	0.121014603136944	0.223833693153058
Stenotrophomonas_pavanii	host_zero	host_zero	-1.04725425256191	0.64754498213362	30	8	0.121484397961578	0.224167639095769
Slackia_isoflavoniconvertens	molysis	molysis	0.536481798458847	0.335158235410133	30	16	0.122529784034494	0.224586871441747
Fusobacterium_nucleatum	host_zero	host_zero	-0.951570591642893	0.593674865982192	30	9	0.122049286434032	0.224586871441747
Neisseria_flavescens	lypma	lypma	1.12890457726949	0.70021320003901	30	11	0.122580963380463	0.224586871441747
Abiotrophia_defectiva	molysis	molysis	0.525849102379122	0.326856226572439	30	12	0.123330212097396	0.225426684847835
Bifidobacterium_dentium	qiaamp	qiaamp	-0.799522228045318	0.498908388452575	30	7	0.124712322765893	0.227416588573099
Abiotrophia_sp_HMSC24B09	host_zero	host_zero	0.650790749891414	0.40712517730581	30	12	0.125610469164918	0.228455214327686
Streptococcus_mitis	benzonase	benzonase	0.495229919702513	0.310035425430924	30	29	0.125871453571512	0.228455214327686
Fusobacterium_nucleatum	qiaamp	qiaamp	-0.940301844419122	0.593674865982192	30	9	0.126313914731576	0.228722625974232
Oribacterium_sinus	benzonase	benzonase	0.822291201014234	0.517203416111314	30	17	0.127545501591949	0.230414367677764
Streptococcus_sp_HPH0090	benzonase	benzonase	0.771433051877181	0.486644106056524	30	18	0.12860377418089	0.231785872070209
Collinsella_stercoris	molysis	molysis	0.426793183057619	0.270668614817511	30	13	0.130525675587192	0.234275529936433
Streptococcus_peroris	lypma	lypma	0.934903749776698	0.593012606706104	30	19	0.130589714751663	0.234275529936433
Mogibacterium_timidum	lypma	lypma	-0.771784965352731	0.490980938015541	30	5	0.131654747017926	0.23564071348474
Actinomyces_graevenitzii	lypma	lypma	0.558668054889584	0.356164184449598	30	25	0.132434839808019	0.236490785371462
Streptococcus_vestibularis	qiaamp	qiaamp	0.794918122547089	0.508621498020394	30	20	0.1337644227912	0.237677723075554
Prevotella_pallens	lypma	lypma	-0.745549017116344	0.47664662510597	30	9	0.133466907528953	0.237677723075554
Neisseria_flavescens	benzonase	benzonase	1.09359472247468	0.70021320003901	30	11	0.134019567721312	0.237677723075554
Staphylococcus_epidermidis	benzonase	benzonase	-0.741989664423401	0.47706926258521	30	5	0.135555416226455	0.239852620035394
Gemmata_obscuriglobus	lypma	lypma	-0.771784965352731	0.501402972888354	30	4	0.13682492405324	0.241547417178271
Actinomyces_hongkongensis	lypma	lypma	-0.771784965352731	0.499842551541881	30	7	0.138250952264579	0.243510200011474
Stenotrophomonas_maltophilia	qiaamp	qiaamp	-0.819936815861481	0.538164272196795	30	19	0.143270021241448	0.251208747651861
Eggerthia_catenaformis	host_zero	host_zero	-0.903085784297823	0.592678692969443	30	6	0.143231480069209	0.251208747651861
Streptococcus_sp_HMSC071D03	benzonase	benzonase	-0.838733676941303	0.550995782646723	30	6	0.143610301442639	0.251236983336445
Enorma_massiliensis	qiaamp	qiaamp	0.415997010527984	0.276071984993748	30	8	0.147484004725338	0.257432665905714
Actinomyces_viscosus	molysis	molysis	0.858166423420526	0.570473031231076	30	17	0.148131216172516	0.257981331536405
Actinomyces_johnsonii	host_zero	host_zero	0.971338596740264	0.650536102879316	30	16	0.151010275677586	0.26195900743376
Veillonella_parvula	benzonase	benzonase	0.790055567598035	0.529235412193673	30	12	0.151091195255343	0.26195900743376
Mogibacterium_timidum	benzonase	benzonase	-0.727970224000883	0.490980938015541	30	5	0.153744929473896	0.265965000763994
Prevotella_salivae	lypma	lypma	-0.741109465332634	0.501231370334909	30	10	0.154830885915467	0.267247074798412
Staphylococcus_aureus	benzonase	benzonase	0.764388984629684	0.518316327322761	30	24	0.155847397040042	0.268403850457849
Actinomyces_hongkongensis	qiaamp	qiaamp	-0.734403623280939	0.499842551541881	30	7	0.157314747795662	0.270330220713166
Actinomyces_sp_oral_taxon_414	lypma	lypma	-0.771784965352732	0.52699563119824	30	4	0.158601200172405	0.271937898525694
Collinsella_stercoris	host_zero	host_zero	0.393817378139873	0.270668614817511	30	13	0.161191371248329	0.275768902246038
Actinomyces_georgiae	lypma	lypma	-0.771784965352731	0.531506466382965	30	7	0.161990005571751	0.276524789246932
Porphyromonas_endodontalis	qiaamp	qiaamp	-0.672345173008173	0.464625071146211	30	10	0.163370230493652	0.27826797501666
