"","metadata","Estimate","Std. Error","df","t value","Pr(>|t|)","taxa","sample_type","q_val"
"712","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Olsenella_uli","Nasal",0.294305628039275
"713","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Olsenella_uli","Nasal",0.00567171215823066
"714","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Olsenella_uli","Nasal",0.0277437051830165
"715","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Olsenella_uli","Nasal",0.0430466327106938
"716","lypma",0.290958584655143,1.28783480770592,20.0000000532661,0.225928498681785,0.823549851665618,"Olsenella_uli","Sputum",0.36152251551289
"717","benzonase",-1.10887804889788,1.28783480770592,20.0000000525788,-0.861040594851745,0.399421092149003,"Olsenella_uli","Sputum",0.239009580760037
"718","host_zero",2.59439995398603,1.28783480770592,20.0000000527486,2.01454405367996,0.0575972435312066,"Olsenella_uli","Sputum",0.0526616706245369
"719","molysis",2.64567505396684,1.28783480770592,20.0000000534386,2.05435902037755,0.0532431542736044,"Olsenella_uli","Sputum",0.0492385275185448
"720","qiaamp",2.72672579954627,1.28783480770592,20.000000052922,2.11729468968425,0.0469618143565004,"Olsenella_uli","Sputum",0.043983498120334
"721","lypma",-0.0635164576012769,0.341885731639745,18.1822763356351,-0.185782709610725,0.854672053153913,"Collinsella_aerofaciens","BAL",0.372044942490106
"722","benzonase",-0.195070157399122,0.324736223723451,18.8308282922895,-0.600703411410136,0.555199493232452,"Collinsella_aerofaciens","BAL",0.294305628039275
"723","host_zero",-0.222751809212017,0.324736223723451,18.8308282904775,-0.685946909950259,0.501105528413629,"Collinsella_aerofaciens","BAL",0.278296622839151
"724","molysis",-0.203348375901029,0.324736223723451,18.8308282886737,-0.626195542860666,0.538703882809558,"Collinsella_aerofaciens","BAL",0.293947069362097
"725","qiaamp",-0.241126813846141,0.324736223723451,18.8308282935674,-0.742531310740027,0.466927804067745,"Collinsella_aerofaciens","BAL",0.262231779340204
"726","lypma",0.182834222187729,0.700572403341734,24.9475996109972,0.260978339020505,0.796251526529553,"Collinsella_aerofaciens","Nasal",0.354272677985028
"727","benzonase",0.858250031611264,0.700917193777249,25.1115419613708,1.22446708288913,0.232139521582215,"Collinsella_aerofaciens","Nasal",0.176180659654615
"728","host_zero",2.06134519933269,0.700917193777249,25.1115419634716,2.94092542975595,0.00693652144535382,"Collinsella_aerofaciens","Nasal",0.0120277470431309
"729","molysis",0.953508357667014,0.700572403341734,24.9475996098872,1.36104184680809,0.185669113208985,"Collinsella_aerofaciens","Nasal",0.145786593358386
"730","qiaamp",0.98356358845123,0.700917193777249,25.1115419621119,1.40325219181855,0.172786520466665,"Collinsella_aerofaciens","Nasal",0.137137486507421
"731","lypma",1.29326830088556,0.877215466683158,23.999999999609,1.4742880740299,0.153401525479022,"Collinsella_aerofaciens","Sputum",0.124119152441895
"732","benzonase",1.90842189052892,0.877215466683158,23.999999999609,2.17554519158772,0.0396657610139655,"Collinsella_aerofaciens","Sputum",0.0428754662341213
"733","host_zero",2.65844040350487,0.877215466683158,23.99999999961,3.03054438102501,0.00577067036640127,"Collinsella_aerofaciens","Sputum",0.010147123995446
"734","molysis",2.85416284343232,0.877215466683158,23.99999999961,3.25366224358105,0.00337181357897296,"Collinsella_aerofaciens","Sputum",0.00613641168949049
"735","qiaamp",3.00495802302835,0.877215466683158,23.999999999609,3.4255643421227,0.00221389342398155,"Collinsella_aerofaciens","Sputum",0.00567171215823066
"736","lypma",-0.0635164576012766,0.290898812382657,17.8602024424992,-0.218345537683823,0.829635330521834,"Collinsella_intestinalis","BAL",0.363682415147347
"737","benzonase",-0.320682916188938,0.279037311491568,18.0461644778214,-1.14924744104922,0.265458346324169,"Collinsella_intestinalis","BAL",0.196351200479824
"738","host_zero",-0.348364568001833,0.279037311491567,18.0461644781149,-1.24845156420008,0.227820487365335,"Collinsella_intestinalis","BAL",0.17311323098042
"739","molysis",-0.00249014993412246,0.279037311491567,18.0461644778225,-0.00892407513823724,0.992977628091137,"Collinsella_intestinalis","BAL",0.407392060067923
"740","qiaamp",-0.366739572635956,0.279037311491567,18.0461644782713,-1.31430298935861,0.205205395190495,"Collinsella_intestinalis","BAL",0.159421887641388
"741","lypma",0.192750017954242,0.429104250066951,25.0143550280699,0.449191584385772,0.657161238223902,"Collinsella_intestinalis","Nasal",0.322626939248596
"742","benzonase",0.0474329194422358,0.429194501938561,25.1314204144719,0.110516139484531,0.912877899131822,"Collinsella_intestinalis","Nasal",0.39003854731016
"743","host_zero",1.5732706517355,0.429194501938561,25.1314204151936,3.66563561422488,0.00115578558285038,"Collinsella_intestinalis","Nasal",0.00435937599084333
"744","molysis",0.779431406938658,0.429104250066951,25.014355031357,1.81641502459378,0.0813102776566869,"Collinsella_intestinalis","Nasal",0.0715886647552287
"745","qiaamp",1.15320159765767,0.429194501938561,25.1314204153156,2.68689741468951,0.0126038275743309,"Collinsella_intestinalis","Nasal",0.02046214521219
"746","lypma",0.800430870894182,0.816232607407714,20.0000000010301,0.980640645362457,0.338484475175886,"Collinsella_intestinalis","Sputum",0.218700155734056
"747","benzonase",0.54541437691083,0.816232607407714,20.0000000010322,0.668209493177466,0.511638541781653,"Collinsella_intestinalis","Sputum",0.28288789487445
"748","host_zero",1.74973100369285,0.816232607407714,20.0000000005514,2.14366712112844,0.0445350574933646,"Collinsella_intestinalis","Sputum",0.0430466327106938
"749","molysis",1.87397561730352,0.816232607407714,19.9999999987815,2.29588428628833,0.0326244485882335,"Collinsella_intestinalis","Sputum",0.0358226544911979
"750","qiaamp",1.77551600151828,0.816232607407714,19.9999999998802,2.17525737811084,0.041778290869407,"Collinsella_intestinalis","Sputum",0.0430466327106938
"751","lypma",-0.0635164576012757,0.225907207085533,18.1271913442622,-0.281161714230866,0.781770556554347,"Collinsella_stercoris","BAL",0.348824233491027
"752","benzonase",-0.17920787075431,0.21660753899835,18.3290526752499,-0.827339027916639,0.418686583222923,"Collinsella_stercoris","BAL",0.239009580760037
"753","host_zero",-0.206889522567205,0.21660753899835,18.3290526753066,-0.955135373052649,0.351937786642813,"Collinsella_stercoris","BAL",0.218700155734056
"754","molysis",-0.56834734260778,0.21660753899835,18.3290526749461,-2.62385762395883,0.0170411633963462,"Collinsella_stercoris","BAL",0.0233537115947474
"755","qiaamp",-0.225264527201329,0.21660753899835,18.3290526747348,-1.03996623683096,0.311880397672808,"Collinsella_stercoris","BAL",0.209790180385769
"756","lypma",0.195215550192033,0.32561068776108,28.9999999994998,0.599536678400661,0.553470791057285,"Collinsella_stercoris","Nasal",0.294305628039275
"757","benzonase",0.0306352598054112,0.32561068776108,28.9999999994998,0.094085547424936,0.925688259087715,"Collinsella_stercoris","Nasal",0.392581352220337
"758","host_zero",0.0223224042371971,0.32561068776108,28.9999999994998,0.0685555022492884,0.945813959793328,"Collinsella_stercoris","Nasal",0.397172656807853
"759","molysis",0.372535626593461,0.32561068776108,28.9999999995357,1.14411363200342,0.261932624935974,"Collinsella_stercoris","Nasal",0.194418976590962
"760","qiaamp",0.349649819141005,0.32561068776108,28.9999999995357,1.0738278326956,0.291754065800935,"Collinsella_stercoris","Nasal",0.209790180385769
"761","lypma",-0.344356624768419,0.832248101046378,20.000000030987,-0.413766789417077,0.683448211838105,"Collinsella_stercoris","Sputum",0.331878091431211
"762","benzonase",-0.239268566295143,0.832248101046378,20.0000000316575,-0.287496680370087,0.776689829155377,"Collinsella_stercoris","Sputum",0.348824233491027
"763","host_zero",2.11176016119736,0.832248101046378,20.0000000311854,2.53741661716291,0.019599193804628,"Collinsella_stercoris","Sputum",0.0264242256694524
"764","molysis",2.19660018277821,0.832248101046378,20.0000000304141,2.63935739837248,0.0157261115030684,"Collinsella_stercoris","Sputum",0.0233537115947474
"765","qiaamp",2.60456093379042,0.832248101046378,20.0000000313633,3.12954866525467,0.00527867790213891,"Collinsella_stercoris","Sputum",0.00933459565950227
"766","lypma",-0.0635164576012757,0.225907207085533,18.1271913442622,-0.281161714230866,0.781770556554347,"Enorma_massiliensis","BAL",0.348824233491027
"767","benzonase",-0.17920787075431,0.21660753899835,18.3290526752499,-0.827339027916639,0.418686583222923,"Enorma_massiliensis","BAL",0.239009580760037
"768","host_zero",-0.206889522567205,0.21660753899835,18.3290526753066,-0.955135373052649,0.351937786642813,"Enorma_massiliensis","BAL",0.218700155734056
"769","molysis",-0.56834734260778,0.21660753899835,18.3290526749461,-2.62385762395883,0.0170411633963462,"Enorma_massiliensis","BAL",0.0233537115947474
"770","qiaamp",-0.225264527201329,0.21660753899835,18.3290526747348,-1.03996623683096,0.311880397672808,"Enorma_massiliensis","BAL",0.209790180385769
"771","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Enorma_massiliensis","Nasal",0.00567171215823066
"772","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Enorma_massiliensis","Nasal",0.294305628039275
"773","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Enorma_massiliensis","Nasal",0.00567171215823066
"774","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Enorma_massiliensis","Nasal",0.0277437051830165
"775","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Enorma_massiliensis","Nasal",0.0430466327106938
"776","lypma",-0.657733576332597,0.787529013224981,24.0000000002347,-0.835186469688445,0.411850099762613,"Enorma_massiliensis","Sputum",0.239009580760037
"777","benzonase",-1.66953716932039,0.787529013224981,24.0000000002347,-2.11996909483186,0.0445420980590667,"Enorma_massiliensis","Sputum",0.0430466327106938
"778","host_zero",1.58260943259474,0.787529013224981,24.0000000002346,2.009588733898,0.0558468332513319,"Enorma_massiliensis","Sputum",0.0513421239505256
"779","molysis",1.7071332843539,0.787529013224981,23.9999999999864,2.16770843446526,0.0403228971983701,"Enorma_massiliensis","Sputum",0.0430466327106938
"780","qiaamp",2.05860620401111,0.787529013224981,24.0000000002359,2.61400681046783,0.0152144737640062,"Enorma_massiliensis","Sputum",0.0233537115947474
"781","lypma",-0.0635164576012759,0.275061104893445,17.8806547077984,-0.230917626924684,0.820000397481345,"X.Collinsella._massiliensis","BAL",0.360657686595555
"782","benzonase",-0.317075777963689,0.263890286811284,18.0546043561788,-1.20154395144691,0.24506513522987,"X.Collinsella._massiliensis","BAL",0.183977337478352
"783","host_zero",-0.344757429776584,0.263890286811285,18.0546043559805,-1.30644228683995,0.207800887099659,"X.Collinsella._massiliensis","BAL",0.161037457713883
"784","molysis",-0.0257850579191651,0.263890286811284,18.0546043564768,-0.0977112808157456,0.923238144509671,"X.Collinsella._massiliensis","BAL",0.392183395574161
"785","qiaamp",-0.363132434410707,0.263890286811284,18.0546043565149,-1.37607351448442,0.18562907399933,"X.Collinsella._massiliensis","BAL",0.145786593358386
"786","lypma",-0.595765173274535,0.565033163000271,21.4346011793695,-1.05438974610106,0.303445360488648,"X.Collinsella._massiliensis","Nasal",0.209790180385769
"787","benzonase",-0.288605663021474,0.566834767028042,21.7758015141753,-0.50915307212833,0.615765677045243,"X.Collinsella._massiliensis","Nasal",0.306400779044837
"788","host_zero",0.713674374705254,0.566834767028042,21.775801513725,1.25905187228917,0.221341693886108,"X.Collinsella._massiliensis","Nasal",0.169323845731958
"789","molysis",0.692248021978453,0.565033163000271,21.434601178623,1.22514582737531,0.233813279318438,"X.Collinsella._massiliensis","Nasal",0.177103411238715
"790","qiaamp",2.89048891076314,0.566834767028042,21.7758015144111,5.09935007324655,4.26770711310293e-05,"X.Collinsella._massiliensis","Nasal",0.000263765679879186
"791","lypma",-0.233055932025453,0.757147392238621,23.9999999994485,-0.307807877851085,0.760883981638927,"X.Collinsella._massiliensis","Sputum",0.348824233491027
"792","benzonase",2.62988096243543,0.757147392238621,23.9999999994485,3.47340688139965,0.00196752814936157,"X.Collinsella._massiliensis","Sputum",0.00567171215823066
"793","host_zero",3.15851248629191,0.757147392238621,23.9999999997185,4.17159527810469,0.000341230108168224,"X.Collinsella._massiliensis","Sputum",0.00165121143221394
"794","molysis",3.18598271896875,0.757147392238621,23.9999999994499,4.20787650017377,0.000311221673084462,"X.Collinsella._massiliensis","Sputum",0.00153576356801388
"795","qiaamp",3.35768350344245,0.757147392238622,23.9999999994499,4.43464976286182,0.00017489741595818,"X.Collinsella._massiliensis","Sputum",0.000945249512509018
"796","lypma",-0.0635164576012757,0.225907207085533,18.1271913442622,-0.281161714230866,0.781770556554347,"Asaccharobacter_celatus","BAL",0.348824233491027
"797","benzonase",-0.17920787075431,0.21660753899835,18.3290526752499,-0.827339027916639,0.418686583222923,"Asaccharobacter_celatus","BAL",0.239009580760037
"798","host_zero",-0.206889522567205,0.21660753899835,18.3290526753066,-0.955135373052649,0.351937786642813,"Asaccharobacter_celatus","BAL",0.218700155734056
"799","molysis",-0.56834734260778,0.21660753899835,18.3290526749461,-2.62385762395883,0.0170411633963462,"Asaccharobacter_celatus","BAL",0.0233537115947474
"800","qiaamp",-0.225264527201329,0.21660753899835,18.3290526747348,-1.03996623683096,0.311880397672808,"Asaccharobacter_celatus","BAL",0.209790180385769
"801","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Asaccharobacter_celatus","Nasal",0.00567171215823066
"802","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Asaccharobacter_celatus","Nasal",0.294305628039275
"803","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Asaccharobacter_celatus","Nasal",0.00567171215823066
"804","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Asaccharobacter_celatus","Nasal",0.0277437051830165
"805","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Asaccharobacter_celatus","Nasal",0.0430466327106938
"806","lypma",-1.62142844627282,0.744472009791921,23.9999999997253,-2.1779575658271,0.0394654293239573,"Asaccharobacter_celatus","Sputum",0.0427133530532627
"807","benzonase",-2.70184247518341,0.744472009791921,23.9999999997253,-3.62920625577122,0.00133678974133209,"Asaccharobacter_celatus","Sputum",0.00497232172517298
"808","host_zero",0.0179258354959958,0.744472009791921,23.9999999997253,0.0240785889331233,0.980989007643999,"Asaccharobacter_celatus","Sputum",0.403800432359157
"809","molysis",0.832470986184313,0.744472009791921,23.9999999997709,1.11820320339107,0.274548497028616,"Asaccharobacter_celatus","Sputum",0.20103410287855
"810","qiaamp",-1.75395627878317,0.744472009791921,23.9999999997709,-2.35597343582252,0.0269799312933259,"Asaccharobacter_celatus","Sputum",0.0304430437240971
"811","lypma",-0.0635164576012763,0.397809586982972,17.7031461186251,-0.159665477353101,0.874952165890759,"Denitrobacterium_detoxificans","BAL",0.378235397817571
"812","benzonase",-0.340582077377729,0.381179308388083,17.9662309859354,-0.893495711553628,0.383404567727506,"Denitrobacterium_detoxificans","BAL",0.235216572875668
"813","host_zero",-0.368263729190624,0.381179308388082,17.966230986404,-0.96611678831132,0.346811562517611,"Denitrobacterium_detoxificans","BAL",0.218700155734056
"814","molysis",0.15290401575036,0.381179308388082,17.9662309864454,0.401134091976175,0.693052116023409,"Denitrobacterium_detoxificans","BAL",0.334589588086138
"815","qiaamp",-0.386638733824748,0.381179308388082,17.9662309867105,-1.01432246010349,0.323895009239705,"Denitrobacterium_detoxificans","BAL",0.216704368243225
"816","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Denitrobacterium_detoxificans","Nasal",0.00567171215823066
"817","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Denitrobacterium_detoxificans","Nasal",0.294305628039275
"818","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Denitrobacterium_detoxificans","Nasal",0.00567171215823066
"819","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Denitrobacterium_detoxificans","Nasal",0.0277437051830165
"820","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Denitrobacterium_detoxificans","Nasal",0.0430466327106938
"821","lypma",-1.62142844627282,0.707649138831535,23.9999999999545,-2.29128865888272,0.0310248487061349,"Denitrobacterium_detoxificans","Sputum",0.034460248907436
"822","benzonase",-2.70184247518341,0.707649138831535,23.9999999999545,-3.81805378813104,0.000833390440163412,"Denitrobacterium_detoxificans","Sputum",0.00326161638564264
"823","host_zero",-0.0583362873112125,0.707649138831535,23.999999999699,-0.0824367389290362,0.93498311441063,"Denitrobacterium_detoxificans","Sputum",0.395022043580758
"824","molysis",0.544203443536251,0.707649138831535,23.999999999699,0.769030037166209,0.449377929158192,"Denitrobacterium_detoxificans","Sputum",0.253860139197027
"825","qiaamp",0.55416279012738,0.707649138831535,23.999999999699,0.783103885411927,0.441225675738185,"Denitrobacterium_detoxificans","Sputum",0.250046815958831
"826","lypma",-0.0635164576012757,0.225907207085533,18.1271913442622,-0.281161714230866,0.781770556554347,"Enterorhabdus_caecimuris","BAL",0.348824233491027
"827","benzonase",-0.17920787075431,0.21660753899835,18.3290526752499,-0.827339027916639,0.418686583222923,"Enterorhabdus_caecimuris","BAL",0.239009580760037
"828","host_zero",-0.206889522567205,0.21660753899835,18.3290526753066,-0.955135373052649,0.351937786642813,"Enterorhabdus_caecimuris","BAL",0.218700155734056
"829","molysis",-0.56834734260778,0.21660753899835,18.3290526749461,-2.62385762395883,0.0170411633963462,"Enterorhabdus_caecimuris","BAL",0.0233537115947474
"830","qiaamp",-0.225264527201329,0.21660753899835,18.3290526747348,-1.03996623683096,0.311880397672808,"Enterorhabdus_caecimuris","BAL",0.209790180385769
"831","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Enterorhabdus_caecimuris","Nasal",0.00567171215823066
"832","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Enterorhabdus_caecimuris","Nasal",0.294305628039275
"833","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Enterorhabdus_caecimuris","Nasal",0.00567171215823066
"834","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Enterorhabdus_caecimuris","Nasal",0.0277437051830165
"835","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Enterorhabdus_caecimuris","Nasal",0.0430466327106938
"836","lypma",-1.62142844627283,0.795263871870116,19.9999999771357,-2.03885591138439,0.0549021511672699,"Enterorhabdus_caecimuris","Sputum",0.0506227514023382
"837","benzonase",-2.70184247518341,0.795263871870116,19.9999999770214,-3.39741634286725,0.00285833626122754,"Enterorhabdus_caecimuris","Sputum",0.00567171215823066
"838","host_zero",-0.761149970449889,0.795263871870116,19.9999999763952,-0.95710367008122,0.349942365590186,"Enterorhabdus_caecimuris","Sputum",0.218700155734056
"839","molysis",0.466248422015706,0.795263871870116,19.9999999768934,0.586281407351364,0.564245402318267,"Enterorhabdus_caecimuris","Sputum",0.294305628039275
"840","qiaamp",-1.69198831452736,0.795263871870116,19.9999999774003,-2.12758101351761,0.0460013802688696,"Enterorhabdus_caecimuris","Sputum",0.043148713976797
"841","lypma",-0.0635164576012767,0.917698257004555,16.8503888899622,-0.0692127909326098,0.945634969409579,"Slackia_exigua","BAL",0.397172656807853
"842","benzonase",-0.387127397061237,0.876323540707489,17.3877862908387,-0.441763092143679,0.664105587274295,"Slackia_exigua","BAL",0.325141198761332
"843","host_zero",-0.414809048874132,0.876323540707489,17.3877862921446,-0.473351484474834,0.641850803760503,"Slackia_exigua","BAL",0.316354450518265
"844","molysis",0.910436284868416,0.876323540707489,17.3877862900676,1.03892711147915,0.313070967672761,"Slackia_exigua","BAL",0.210364346202364
"845","qiaamp",-0.433184053508256,0.876323540707489,17.3877862912125,-0.494319772761702,0.627267436590363,"Slackia_exigua","BAL",0.310884896832097
"846","lypma",0.18919081265888,0.0576920518748371,24.5343087595638,3.27932196048998,0.00310738621560169,"Slackia_exigua","Nasal",0.00567171215823066
"847","benzonase",0.0319509713163025,0.0577575884048043,24.7601113929566,0.553190882769696,0.585093529682793,"Slackia_exigua","Nasal",0.294305628039275
"848","host_zero",-0.196084341985533,0.0577575884048043,24.7601113922353,-3.39495376107537,0.0023165871611227,"Slackia_exigua","Nasal",0.00567171215823066
"849","molysis",-0.138449272969873,0.0576920518748371,24.5343087595197,-2.39979803925572,0.0243334412259409,"Slackia_exigua","Nasal",0.0277437051830165
"850","qiaamp",-0.121439595538408,0.0577575884048043,24.760111393067,-2.10257385899282,0.0458402847501558,"Slackia_exigua","Nasal",0.0430466327106938
"851","lypma",0.0285316352964204,0.908536578881593,20.0000001339799,0.0314039477987147,0.975258676066255,"Slackia_exigua","Sputum",0.401706570346735
"852","benzonase",1.46995084232225,0.908536578881593,20.0000001339491,1.61793248229119,0.12134057110252,"Slackia_exigua","Sputum",0.101670466254892
"853","host_zero",4.07470749001101,0.908536578881593,20.0000001338883,4.48491297403454,0.000226598381127242,"Slackia_exigua","Sputum",0.0011594233044393
"854","molysis",3.71846387423265,0.908536578881593,20.0000001340107,4.09280590420484,0.000566271680207337,"Slackia_exigua","Sputum",0.00236444220754427
"855","qiaamp",3.97336687293013,0.908536578881593,20.0000001339471,4.37337028061251,0.000293929854082226,"Slackia_exigua","Sputum",0.00146199210217839
"856","lypma",-0.0635164576012762,0.475964061472068,17.5758149120339,-0.133448011610019,0.895355161507225,"Slackia_isoflavoniconvertens","BAL",0.384658010061845
"857","benzonase",-0.351630787562784,0.455750541155095,17.8903455585671,-0.771542227183273,0.450457037849088,"Slackia_isoflavoniconvertens","BAL",0.254354650815939
"858","host_zero",-0.379312439375679,0.455750541155095,17.8903455587038,-0.832280831558237,0.416222529552487,"Slackia_isoflavoniconvertens","BAL",0.239009580760037
"859","molysis",0.266041069578588,0.455750541155095,17.8903455583663,0.583742739842524,0.566681128635698,"Slackia_isoflavoniconvertens","BAL",0.294305628039275
"860","qiaamp",-0.397687444009802,0.455750541155095,17.8903455589458,-0.872598950737102,0.394442770150439,"Slackia_isoflavoniconvertens","BAL",0.239009580760037
"861","lypma",-0.529309809335019,0.856244890671474,24.7091834427892,-0.618175728815071,0.542116182279789,"Slackia_isoflavoniconvertens","Nasal",0.294305628039275
"862","benzonase",0.548993806593161,0.856831608866111,24.9006608081432,0.640725436494661,0.527554214845786,"Slackia_isoflavoniconvertens","Nasal",0.289508117310439
"863","host_zero",0.748308756280404,0.856831608866111,24.900660806859,0.873344013616257,0.390820344015428,"Slackia_isoflavoniconvertens","Nasal",0.238827231888283
"864","molysis",0.483548028273236,0.856244890671473,24.7091834420733,0.564730994066468,0.577348223706199,"Slackia_isoflavoniconvertens","Nasal",0.294305628039275
"865","qiaamp",0.958601097272022,0.856831608866111,24.900660808674,1.11877419944928,0.273913438325401,"Slackia_isoflavoniconvertens","Nasal",0.200804638437314
"866","lypma",-0.358178811598063,0.953070495653876,23.99999999968,-0.375815653964113,0.710355390085971,"Slackia_isoflavoniconvertens","Sputum",0.339269755566114
"867","benzonase",0.586866662699183,0.953070495653876,23.99999999968,0.615764169990962,0.543846240996053,"Slackia_isoflavoniconvertens","Sputum",0.294305628039275
"868","host_zero",2.7741203704963,0.953070495653876,23.9999999995104,2.91071896900245,0.00766450719188582,"Slackia_isoflavoniconvertens","Sputum",0.013107999764421
"869","molysis",2.48537821211106,0.953070495653876,23.9999999995382,2.60775905186941,0.0154312225840697,"Slackia_isoflavoniconvertens","Sputum",0.0233537115947474
"870","qiaamp",2.18420681196263,0.953070495653876,23.99999999968,2.29175787302502,0.0309936127013004,"Slackia_isoflavoniconvertens","Sputum",0.0344562091112673
"871","lypma",-0.0635164576012757,0.225907207085533,18.1271913442622,-0.281161714230866,0.781770556554347,"Rubrobacter_radiotolerans","BAL",0.348824233491027
"872","benzonase",-0.17920787075431,0.21660753899835,18.3290526752499,-0.827339027916639,0.418686583222923,"Rubrobacter_radiotolerans","BAL",0.239009580760037
"873","host_zero",-0.206889522567205,0.21660753899835,18.3290526753066,-0.955135373052649,0.351937786642813,"Rubrobacter_radiotolerans","BAL",0.218700155734056
"874","molysis",-0.56834734260778,0.21660753899835,18.3290526749461,-2.62385762395883,0.0170411633963462,"Rubrobacter_radiotolerans","BAL",0.0233537115947474
"875","qiaamp",-0.225264527201329,0.21660753899835,18.3290526747348,-1.03996623683096,0.311880397672808,"Rubrobacter_radiotolerans","BAL",0.209790180385769
"876","lypma",0.176176512806783,0.161938327220307,24.7956142782302,1.08792350662672,0.287091024756344,"Rubrobacter_radiotolerans","Nasal",0.208263802786866
"877","benzonase",0.0316699849462751,0.161971465268598,24.9166874893188,0.195528174630986,0.846565256598421,"Rubrobacter_radiotolerans","Nasal",0.369288565382603
"878","host_zero",0.144179841015971,0.161971465268598,24.9166874885264,0.890155810944083,0.381896827983286,"Rubrobacter_radiotolerans","Nasal",0.234637485844095
"879","molysis",-0.125434973117776,0.161938327220307,24.7956142792279,-0.77458483899941,0.445908883039369,"Rubrobacter_radiotolerans","Nasal",0.252014458195243
"880","qiaamp",-0.121158609168381,0.161971465268598,24.9166874909857,-0.74802440644383,0.461447852100944,"Rubrobacter_radiotolerans","Nasal",0.259738385066656
"881","lypma",-1.62142844627283,0.937566624432247,19.9999998118366,-1.72940077432332,0.0991427804337188,"Rubrobacter_radiotolerans","Sputum",0.0852451201079008
"882","benzonase",-2.70184247518341,0.937566624432247,19.9999998118223,-2.88176051149383,0.00922164603168986,"Rubrobacter_radiotolerans","Sputum",0.0154951106983117
"883","host_zero",-1.74797128181169,0.937566624432247,19.9999998110349,-1.86437020715215,0.0770150284516664,"Rubrobacter_radiotolerans","Sputum",0.0682885473411179
"884","molysis",-1.00943042089643,0.937566624432247,19.9999998111971,-1.07664926906682,0.294453228917086,"Rubrobacter_radiotolerans","Sputum",0.209790180385769
"885","qiaamp",-2.2376878587115,0.937566624432247,19.9999998096659,-2.38669743610653,0.0269935897619758,"Rubrobacter_radiotolerans","Sputum",0.0304430437240971
"886","lypma",-0.0635164576012758,0.330910166802592,17.8047839621614,-0.191944714830014,0.849957636945153,"Thermoleophilum_album","BAL",0.370509472540332
"887","benzonase",-0.328941064062116,0.317284519576202,18.0204745995959,-1.03673845954251,0.313570165670825,"Thermoleophilum_album","BAL",0.210473217513177
"888","host_zero",-0.356622715875011,0.317284519576202,18.0204745999534,-1.12398397612135,0.275770208699914,"Thermoleophilum_album","BAL",0.201810319474932
"889","molysis",0.0559090833228515,0.317284519576202,18.0204745990273,0.176211191764192,0.86209316526914,"Thermoleophilum_album","BAL",0.374101447890424
"890","qiaamp",-0.374997720509134,0.317284519576202,18.0204745998318,-1.1818973110003,0.252608495185282,"Thermoleophilum_album","BAL",0.188958600617489
"891","lypma",-0.297876154671088,0.673670220037195,23.0587481425781,-0.442169099674083,0.662486335625521,"Thermoleophilum_album","Nasal",0.324816066853397
"892","benzonase",0.267026029510785,0.674354964544697,23.3350009640736,0.395972512326758,0.69572267461096,"Thermoleophilum_album","Nasal",0.335230707666271
"893","host_zero",1.53314073137313,0.674354964544697,23.3350009627801,2.27349216952567,0.0325056478943862,"Thermoleophilum_album","Nasal",0.0357236268485669
